Steven,12,28,2012
Emily,12,28,2012
Lilianna,12,27,2012
Caroline,12,25,2012
Alice,12,24,2012
Todd,12,23,2012
Danielle,12,23,2012
Casey,12,22,2012
Grace,12,21,2012
Erin,12,21,2012
Adam,12,21,2012
Ivan,12,20,2012
Cindy,12,20,2012
Reggie,12,17,2012
Patricia,12,17,2012
Joey,12,17,2012
Lizbeth,12,14,2012
Anne,12,14,2012
Andrew,12,14,2012
Mae,12,13,2012
Jack,12,12,2012
Cody,12,12,2012
Annie,12,11,2012
Laura,12,9,2012
Steven,12,8,2012
Leslie,12,8,2012
Heidi,12,8,2012
Ryan,12,6,2012
Brent,12,5,2012
Zachary,12,4,2012
Phoenix,12,4,2012
Erin,12,4,2012
Willow,12,2,2012
Jared,12,2,2012
Carter,12,1,2012
Travis,11,28,2012
Adrianna,11,28,2012
Kyle,11,25,2012
Elizabeth,11,25,2012
Paul,11,23,2012
Samuel,11,20,2012
Noel,11,20,2012
Maxwell,11,20,2012
Lillian,11,20,2012
Colin,11,20,2012
Victoria,11,19,2012
Peyton,11,18,2012
Lillian,11,18,2012
Toby,11,17,2012
Claire,11,17,2012
Charles,11,16,2012
Taylor,11,15,2012
Karen,11,14,2012
Alex,11,14,2012
Henry,11,13,2012
Caroline,11,13,2012
Tessa,11,12,2012
Moses,11,12,2012
Amanda,11,12,2012
Liam,11,11,2012
Caleb,11,10,2012
Lucy,11,9,2012
Christian,11,9,2012
Daniel,11,7,2012
Jason,11,6,2012
Ivan,11,6,2012
Lewis,11,5,2012
Emma,11,4,2012
Marisa,11,3,2012
Luna,11,1,2012
Vanessa,10,26,2012
Eli,10,26,2012
Joel,10,24,2012
Taylor,10,23,2012
Isaac,10,21,2012
Joel,10,20,2012
Chelsea,10,20,2012
Olivia,10,19,2012
Emily,10,19,2012
Virginia,10,17,2012
Vincent,10,17,2012
Marisa,10,17,2012
Davin,10,17,2012
Samantha,10,16,2012
Julia,10,16,2012
Naomi,10,14,2012
Caroline,10,13,2012
Abigail,10,11,2012
Fernando,10,9,2012
Charlotte,10,9,2012
Zachary,10,8,2012
William,10,8,2012
Christian,10,8,2012
Chris,10,6,2012
Matthew,10,4,2012
